labels,images
datasets\data\train\labels\201806261704_000.txt,datasets\data\train\images\201806261704_000.png
datasets\data\train\labels\201807041618_027.txt,datasets\data\train\images\201807041618_027.png
datasets\data\train\labels\201807011303_008.txt,datasets\data\train\images\201807011303_008.png
datasets\data\train\labels\201807011603_030.txt,datasets\data\train\images\201807011603_030.png
datasets\data\train\labels\201806271728_002.txt,datasets\data\train\images\201806271728_002.png
datasets\data\train\labels\201806301539_040.txt,datasets\data\train\images\201806301539_040.png
datasets\data\train\labels\201807061018_048.txt,datasets\data\train\images\201807061018_048.png
datasets\data\train\labels\201806261534_000.txt,datasets\data\train\images\201806261534_000.png
datasets\data\train\labels\201806260821_026.txt,datasets\data\train\images\201806260821_026.png
datasets\data\train\labels\201807021146_052.txt,datasets\data\train\images\201807021146_052.png
datasets\data\train\labels\201806281422_008.txt,datasets\data\train\images\201806281422_008.png
datasets\data\train\labels\201806261534_030.txt,datasets\data\train\images\201806261534_030.png
datasets\data\train\labels\201806291022_010.txt,datasets\data\train\images\201806291022_010.png
datasets\data\train\labels\201806291451_021.txt,datasets\data\train\images\201806291451_021.png
datasets\data\train\labels\201807011002_044.txt,datasets\data\train\images\201807011002_044.png
datasets\data\train\labels\201807061249_046.txt,datasets\data\train\images\201807061249_046.png
datasets\data\train\labels\201806261534_059.txt,datasets\data\train\images\201806261534_059.png
datasets\data\train\labels\201806281002_008.txt,datasets\data\train\images\201806281002_008.png
datasets\data\train\labels\201807051100_074.txt,datasets\data\train\images\201807051100_074.png
datasets\data\train\labels\201807071045_050.txt,datasets\data\train\images\201807071045_050.png
datasets\data\train\labels\201807041314_027.txt,datasets\data\train\images\201807041314_027.png
datasets\data\train\labels\201806301112_053.txt,datasets\data\train\images\201806301112_053.png
datasets\data\train\labels\201807071647_019.txt,datasets\data\train\images\201807071647_019.png
datasets\data\train\labels\201806271126_021.txt,datasets\data\train\images\201806271126_021.png
datasets\data\train\labels\201807081315_006.txt,datasets\data\train\images\201807081315_006.png
datasets\data\train\labels\201807041016_008.txt,datasets\data\train\images\201807041016_008.png
datasets\data\train\labels\201807081244_018.txt,datasets\data\train\images\201807081244_018.png
datasets\data\train\labels\201806301308_019.txt,datasets\data\train\images\201806301308_019.png
datasets\data\train\labels\201807031052_008.txt,datasets\data\train\images\201807031052_008.png
datasets\data\train\labels\201807051431_008.txt,datasets\data\train\images\201807051431_008.png
datasets\data\train\labels\201807051231_021.txt,datasets\data\train\images\201807051231_021.png
datasets\data\train\labels\201807041618_045.txt,datasets\data\train\images\201807041618_045.png
datasets\data\train\labels\201806271327_037.txt,datasets\data\train\images\201806271327_037.png
datasets\data\train\labels\201807011132_000.txt,datasets\data\train\images\201807011132_000.png
datasets\data\train\labels\201807081244_019.txt,datasets\data\train\images\201807081244_019.png
datasets\data\train\labels\201807021347_017.txt,datasets\data\train\images\201807021347_017.png
datasets\data\train\labels\201807011333_056.txt,datasets\data\train\images\201807011333_056.png
datasets\data\train\labels\201807011703_068.txt,datasets\data\train\images\201807011703_068.png
datasets\data\train\labels\201807021045_031.txt,datasets\data\train\images\201807021045_031.png
datasets\data\train\labels\201807081114_004.txt,datasets\data\train\images\201807081114_004.png
datasets\data\train\labels\201807041213_013.txt,datasets\data\train\images\201807041213_013.png
datasets\data\train\labels\201806281032_010.txt,datasets\data\train\images\201806281032_010.png
datasets\data\train\labels\201806260821_024.txt,datasets\data\train\images\201806260821_024.png
datasets\data\train\labels\201807071316_028.txt,datasets\data\train\images\201807071316_028.png
datasets\data\train\labels\201807021517_032.txt,datasets\data\train\images\201807021517_032.png
datasets\data\train\labels\201807021517_005.txt,datasets\data\train\images\201807021517_005.png
datasets\data\train\labels\201807051231_019.txt,datasets\data\train\images\201807051231_019.png
datasets\data\train\labels\201806260952_012.txt,datasets\data\train\images\201806260952_012.png
datasets\data\train\labels\201807071015_048.txt,datasets\data\train\images\201807071015_048.png
datasets\data\train\labels\201807081144_033.txt,datasets\data\train\images\201807081144_033.png
datasets\data\train\labels\201807041314_010.txt,datasets\data\train\images\201807041314_010.png
datasets\data\train\labels\201806260831_009.txt,datasets\data\train\images\201806260831_009.png
datasets\data\train\labels\201807071447_007.txt,datasets\data\train\images\201807071447_007.png
datasets\data\train\labels\201807041314_000.txt,datasets\data\train\images\201807041314_000.png
datasets\data\train\labels\201807071015_016.txt,datasets\data\train\images\201807071015_016.png
datasets\data\train\labels\201807071417_014.txt,datasets\data\train\images\201807071417_014.png
datasets\data\train\labels\201806301609_031.txt,datasets\data\train\images\201806301609_031.png
datasets\data\train\labels\201806281133_012.txt,datasets\data\train\images\201806281133_012.png
datasets\data\train\labels\201806261704_048.txt,datasets\data\train\images\201806261704_048.png
datasets\data\train\labels\201806291521_006.txt,datasets\data\train\images\201806291521_006.png
datasets\data\train\labels\201807071717_024.txt,datasets\data\train\images\201807071717_024.png
datasets\data\train\labels\201807031152_010.txt,datasets\data\train\images\201807031152_010.png
datasets\data\train\labels\201807041718_000.txt,datasets\data\train\images\201807041718_000.png
datasets\data\train\labels\201806291243_019.txt,datasets\data\train\images\201806291243_019.png
datasets\data\train\labels\201807011303_014.txt,datasets\data\train\images\201807011303_014.png
datasets\data\train\labels\201806271327_012.txt,datasets\data\train\images\201806271327_012.png
datasets\data\train\labels\201807081445_015.txt,datasets\data\train\images\201807081445_015.png
datasets\data\train\labels\201807011603_032.txt,datasets\data\train\images\201807011603_032.png
datasets\data\train\labels\201806271126_003.txt,datasets\data\train\images\201806271126_003.png
datasets\data\train\labels\201807041418_022.txt,datasets\data\train\images\201807041418_022.png
datasets\data\train\labels\201807081214_015.txt,datasets\data\train\images\201807081214_015.png
datasets\data\train\labels\201806271527_045.txt,datasets\data\train\images\201806271527_045.png
datasets\data\train\labels\201806271327_006.txt,datasets\data\train\images\201806271327_006.png
datasets\data\train\labels\201807071045_025.txt,datasets\data\train\images\201807071045_025.png
datasets\data\train\labels\201807031022_004.txt,datasets\data\train\images\201807031022_004.png
datasets\data\train\labels\201806291243_023.txt,datasets\data\train\images\201806291243_023.png
datasets\data\train\labels\201806261434_007.txt,datasets\data\train\images\201806261434_007.png
datasets\data\train\labels\201807031222_003.txt,datasets\data\train\images\201807031222_003.png
datasets\data\train\labels\201807071145_000.txt,datasets\data\train\images\201807071145_000.png
datasets\data\train\labels\201806301409_066.txt,datasets\data\train\images\201806301409_066.png
datasets\data\train\labels\201806301208_061.txt,datasets\data\train\images\201806301208_061.png
datasets\data\train\labels\201807021216_006.txt,datasets\data\train\images\201807021216_006.png
datasets\data\train\labels\201807061148_005.txt,datasets\data\train\images\201807061148_005.png
datasets\data\train\labels\201807081114_020.txt,datasets\data\train\images\201807081114_020.png
datasets\data\train\labels\201806271056_043.txt,datasets\data\train\images\201806271056_043.png
datasets\data\train\labels\201806291243_035.txt,datasets\data\train\images\201806291243_035.png
datasets\data\train\labels\201807071447_013.txt,datasets\data\train\images\201807071447_013.png
datasets\data\train\labels\201807041618_050.txt,datasets\data\train\images\201807041618_050.png
datasets\data\train\labels\201806261604_041.txt,datasets\data\train\images\201806261604_041.png
datasets\data\train\labels\201807051013_013.txt,datasets\data\train\images\201807051013_013.png
datasets\data\train\labels\201807071617_022.txt,datasets\data\train\images\201807071617_022.png
datasets\data\train\labels\201807081615_000.txt,datasets\data\train\images\201807081615_000.png
datasets\data\train\labels\201807011703_026.txt,datasets\data\train\images\201807011703_026.png
datasets\data\train\labels\201807061550_035.txt,datasets\data\train\images\201807061550_035.png
datasets\data\train\labels\201807041618_005.txt,datasets\data\train\images\201807041618_005.png
datasets\data\train\labels\201807011002_017.txt,datasets\data\train\images\201807011002_017.png
datasets\data\train\labels\201806291421_051.txt,datasets\data\train\images\201806291421_051.png
datasets\data\train\labels\201806301112_046.txt,datasets\data\train\images\201806301112_046.png
datasets\data\train\labels\201807051640_018.txt,datasets\data\train\images\201807051640_018.png
datasets\data\train\labels\201807051710_032.txt,datasets\data\train\images\201807051710_032.png
datasets\data\train\labels\201807051231_028.txt,datasets\data\train\images\201807051231_028.png
datasets\data\train\labels\201806271056_012.txt,datasets\data\train\images\201806271056_012.png
datasets\data\train\labels\201807081144_058.txt,datasets\data\train\images\201807081144_058.png
datasets\data\train\labels\201806261734_000.txt,datasets\data\train\images\201806261734_000.png
datasets\data\train\labels\201807050943_000.txt,datasets\data\train\images\201807050943_000.png
datasets\data\train\labels\201806291421_014.txt,datasets\data\train\images\201806291421_014.png
datasets\data\train\labels\201807051640_031.txt,datasets\data\train\images\201807051640_031.png
datasets\data\train\labels\201807011032_009.txt,datasets\data\train\images\201807011032_009.png
datasets\data\train\labels\201807041213_043.txt,datasets\data\train\images\201807041213_043.png
datasets\data\train\labels\201807041016_021.txt,datasets\data\train\images\201807041016_021.png
datasets\data\train\labels\201807081545_028.txt,datasets\data\train\images\201807081545_028.png
datasets\data\train\labels\201807041518_058.txt,datasets\data\train\images\201807041518_058.png
datasets\data\train\labels\201806271728_022.txt,datasets\data\train\images\201806271728_022.png
datasets\data\train\labels\201807011703_039.txt,datasets\data\train\images\201807011703_039.png
datasets\data\train\labels\201807041518_026.txt,datasets\data\train\images\201807041518_026.png
datasets\data\train\labels\201806291721_004.txt,datasets\data\train\images\201806291721_004.png
datasets\data\train\labels\201807071045_022.txt,datasets\data\train\images\201807071045_022.png
datasets\data\train\labels\201807081114_044.txt,datasets\data\train\images\201807081114_044.png
datasets\data\train\labels\201807081044_030.txt,datasets\data\train\images\201807081044_030.png
datasets\data\train\labels\201807041648_011.txt,datasets\data\train\images\201807041648_011.png
datasets\data\train\labels\201807061148_007.txt,datasets\data\train\images\201807061148_007.png
datasets\data\train\labels\201807071115_023.txt,datasets\data\train\images\201807071115_023.png
datasets\data\train\labels\201807071447_047.txt,datasets\data\train\images\201807071447_047.png
datasets\data\train\labels\201807041648_033.txt,datasets\data\train\images\201807041648_033.png
datasets\data\train\labels\201806271557_049.txt,datasets\data\train\images\201806271557_049.png
datasets\data\train\labels\201807071316_003.txt,datasets\data\train\images\201807071316_003.png
datasets\data\train\labels\201806291451_032.txt,datasets\data\train\images\201806291451_032.png
datasets\data\train\labels\201807021246_030.txt,datasets\data\train\images\201807021246_030.png
datasets\data\train\labels\201807031052_010.txt,datasets\data\train\images\201807031052_010.png
datasets\data\train\labels\201807061450_027.txt,datasets\data\train\images\201807061450_027.png
datasets\data\train\labels\201806291551_026.txt,datasets\data\train\images\201806291551_026.png
datasets\data\train\labels\201807041113_052.txt,datasets\data\train\images\201807041113_052.png
datasets\data\train\labels\201807021417_044.txt,datasets\data\train\images\201807021417_044.png
datasets\data\train\labels\201806301012_014.txt,datasets\data\train\images\201806301012_014.png
datasets\data\train\labels\201807041143_038.txt,datasets\data\train\images\201807041143_038.png
datasets\data\train\labels\201806291243_021.txt,datasets\data\train\images\201806291243_021.png
datasets\data\train\labels\201806261504_001.txt,datasets\data\train\images\201806261504_001.png
datasets\data\train\labels\201807061249_012.txt,datasets\data\train\images\201807061249_012.png
datasets\data\train\labels\201807071045_028.txt,datasets\data\train\images\201807071045_028.png
datasets\data\train\labels\201807081114_021.txt,datasets\data\train\images\201807081114_021.png
datasets\data\train\labels\201806291621_022.txt,datasets\data\train\images\201806291621_022.png
datasets\data\train\labels\201807060954_006.txt,datasets\data\train\images\201807060954_006.png
datasets\data\train\labels\201807021146_000.txt,datasets\data\train\images\201807021146_000.png
datasets\data\train\labels\201807011333_037.txt,datasets\data\train\images\201807011333_037.png
datasets\data\train\labels\201806271157_012.txt,datasets\data\train\images\201806271157_012.png
datasets\data\train\labels\201807041314_042.txt,datasets\data\train\images\201807041314_042.png
datasets\data\train\labels\201807041244_021.txt,datasets\data\train\images\201807041244_021.png
datasets\data\train\labels\201806261534_078.txt,datasets\data\train\images\201806261534_078.png
datasets\data\train\labels\201806261704_038.txt,datasets\data\train\images\201806261704_038.png
datasets\data\train\labels\201807021116_038.txt,datasets\data\train\images\201807021116_038.png
datasets\data\train\labels\201807051401_023.txt,datasets\data\train\images\201807051401_023.png
datasets\data\train\labels\201807011032_000.txt,datasets\data\train\images\201807011032_000.png
datasets\data\train\labels\201806271627_012.txt,datasets\data\train\images\201806271627_012.png
datasets\data\train\labels\201807061249_034.txt,datasets\data\train\images\201807061249_034.png
datasets\data\train\labels\201806271327_015.txt,datasets\data\train\images\201806271327_015.png
datasets\data\train\labels\201807040951_004.txt,datasets\data\train\images\201807040951_004.png
datasets\data\train\labels\201806271657_061.txt,datasets\data\train\images\201806271657_061.png
datasets\data\train\labels\201807081615_025.txt,datasets\data\train\images\201807081615_025.png
datasets\data\train\labels\201807061320_026.txt,datasets\data\train\images\201807061320_026.png
datasets\data\train\labels\201806281629_017.txt,datasets\data\train\images\201806281629_017.png
datasets\data\train\labels\201807061620_021.txt,datasets\data\train\images\201807061620_021.png
datasets\data\train\labels\201806281559_033.txt,datasets\data\train\images\201806281559_033.png
datasets\data\train\labels\201807021116_028.txt,datasets\data\train\images\201807021116_028.png
datasets\data\train\labels\201806281559_032.txt,datasets\data\train\images\201806281559_032.png
datasets\data\train\labels\201806281429_029.txt,datasets\data\train\images\201806281429_029.png
datasets\data\train\labels\201807081315_059.txt,datasets\data\train\images\201807081315_059.png
datasets\data\train\labels\201807051501_039.txt,datasets\data\train\images\201807051501_039.png
datasets\data\train\labels\201807021146_008.txt,datasets\data\train\images\201807021146_008.png
datasets\data\train\labels\201807061249_031.txt,datasets\data\train\images\201807061249_031.png
datasets\data\train\labels\201807011202_033.txt,datasets\data\train\images\201807011202_033.png
datasets\data\train\labels\201806281123_005.txt,datasets\data\train\images\201806281123_005.png
datasets\data\train\labels\201807011733_004.txt,datasets\data\train\images\201807011733_004.png
datasets\data\train\labels\201806281429_023.txt,datasets\data\train\images\201806281429_023.png
datasets\data\train\labels\201807051710_033.txt,datasets\data\train\images\201807051710_033.png
datasets\data\train\labels\201806301509_004.txt,datasets\data\train\images\201806301509_004.png
datasets\data\train\labels\201806271357_024.txt,datasets\data\train\images\201806271357_024.png
datasets\data\train\labels\201807021015_016.txt,datasets\data\train\images\201807021015_016.png
datasets\data\train\labels\201807061320_027.txt,datasets\data\train\images\201807061320_027.png
datasets\data\train\labels\201807061450_064.txt,datasets\data\train\images\201807061450_064.png
datasets\data\train\labels\201807051100_057.txt,datasets\data\train\images\201807051100_057.png
datasets\data\train\labels\201807031222_047.txt,datasets\data\train\images\201807031222_047.png
datasets\data\train\labels\201806301308_028.txt,datasets\data\train\images\201806301308_028.png
datasets\data\train\labels\201806271026_013.txt,datasets\data\train\images\201806271026_013.png
datasets\data\train\labels\201807081044_000.txt,datasets\data\train\images\201807081044_000.png
datasets\data\train\labels\201807041016_015.txt,datasets\data\train\images\201807041016_015.png
datasets\data\train\labels\201806301238_022.txt,datasets\data\train\images\201806301238_022.png
datasets\data\train\labels\201807051201_046.txt,datasets\data\train\images\201807051201_046.png
datasets\data\train\labels\201807051030_026.txt,datasets\data\train\images\201807051030_026.png
datasets\data\train\labels\201807041344_023.txt,datasets\data\train\images\201807041344_023.png
datasets\data\train\labels\201807011102_050.txt,datasets\data\train\images\201807011102_050.png
datasets\data\train\labels\201807031222_006.txt,datasets\data\train\images\201807031222_006.png
datasets\data\train\labels\201807061048_037.txt,datasets\data\train\images\201807061048_037.png
datasets\data\train\labels\201807051100_068.txt,datasets\data\train\images\201807051100_068.png
datasets\data\train\labels\201806301709_015.txt,datasets\data\train\images\201806301709_015.png
datasets\data\train\labels\201806301308_016.txt,datasets\data\train\images\201806301308_016.png
datasets\data\train\labels\201807071246_000.txt,datasets\data\train\images\201807071246_000.png
datasets\data\train\labels\201807011403_054.txt,datasets\data\train\images\201807011403_054.png
datasets\data\train\labels\201807061450_069.txt,datasets\data\train\images\201807061450_069.png
datasets\data\train\labels\201806301709_042.txt,datasets\data\train\images\201806301709_042.png
datasets\data\train\labels\201807060954_003.txt,datasets\data\train\images\201807060954_003.png
datasets\data\train\labels\201807061118_028.txt,datasets\data\train\images\201807061118_028.png
datasets\data\train\labels\201806271026_039.txt,datasets\data\train\images\201806271026_039.png
datasets\data\train\labels\201807011202_003.txt,datasets\data\train\images\201807011202_003.png
datasets\data\train\labels\201807021246_033.txt,datasets\data\train\images\201807021246_033.png
datasets\data\train\labels\201807051710_036.txt,datasets\data\train\images\201807051710_036.png
datasets\data\train\labels\201807081214_011.txt,datasets\data\train\images\201807081214_011.png
datasets\data\train\labels\201806271657_053.txt,datasets\data\train\images\201806271657_053.png
datasets\data\train\labels\201806291421_056.txt,datasets\data\train\images\201806291421_056.png
datasets\data\train\labels\201806281559_042.txt,datasets\data\train\images\201806281559_042.png
datasets\data\train\labels\201806301709_030.txt,datasets\data\train\images\201806301709_030.png
datasets\data\train\labels\201807051431_005.txt,datasets\data\train\images\201807051431_005.png
datasets\data\train\labels\201807041113_032.txt,datasets\data\train\images\201807041113_032.png
datasets\data\train\labels\201807071215_000.txt,datasets\data\train\images\201807071215_000.png
datasets\data\train\labels\201807081044_035.txt,datasets\data\train\images\201807081044_035.png
datasets\data\train\labels\201806301112_055.txt,datasets\data\train\images\201806301112_055.png
datasets\data\train\labels\201807011403_043.txt,datasets\data\train\images\201807011403_043.png
datasets\data\train\labels\201807031007_003.txt,datasets\data\train\images\201807031007_003.png
datasets\data\train\labels\201806261534_058.txt,datasets\data\train\images\201806261534_058.png
datasets\data\train\labels\201806261434_041.txt,datasets\data\train\images\201806261434_041.png
datasets\data\train\labels\201806281113_003.txt,datasets\data\train\images\201806281113_003.png
datasets\data\train\labels\201807071316_011.txt,datasets\data\train\images\201807071316_011.png
datasets\data\train\labels\201806301338_020.txt,datasets\data\train\images\201806301338_020.png
datasets\data\train\labels\201806281002_012.txt,datasets\data\train\images\201806281002_012.png
datasets\data\train\labels\201806261504_051.txt,datasets\data\train\images\201806261504_051.png
datasets\data\train\labels\201807011403_009.txt,datasets\data\train\images\201807011403_009.png
datasets\data\train\labels\201806260931_024.txt,datasets\data\train\images\201806260931_024.png
datasets\data\train\labels\201806271157_015.txt,datasets\data\train\images\201806271157_015.png
datasets\data\train\labels\201807041618_030.txt,datasets\data\train\images\201807041618_030.png
datasets\data\train\labels\201807021015_048.txt,datasets\data\train\images\201807021015_048.png
datasets\data\train\labels\201807011433_012.txt,datasets\data\train\images\201807011433_012.png
datasets\data\train\labels\201807081214_016.txt,datasets\data\train\images\201807081214_016.png
datasets\data\train\labels\201807071246_017.txt,datasets\data\train\images\201807071246_017.png
datasets\data\train\labels\201807011533_012.txt,datasets\data\train\images\201807011533_012.png
datasets\data\train\labels\201807071617_039.txt,datasets\data\train\images\201807071617_039.png
datasets\data\train\labels\201807041548_007.txt,datasets\data\train\images\201807041548_007.png
datasets\data\train\labels\201807071417_044.txt,datasets\data\train\images\201807071417_044.png
datasets\data\train\labels\201806301709_057.txt,datasets\data\train\images\201806301709_057.png
datasets\data\train\labels\201806281529_055.txt,datasets\data\train\images\201806281529_055.png
datasets\data\train\labels\201807021417_005.txt,datasets\data\train\images\201807021417_005.png
datasets\data\train\labels\201807081214_019.txt,datasets\data\train\images\201807081214_019.png
datasets\data\train\labels\201807041213_021.txt,datasets\data\train\images\201807041213_021.png
datasets\data\train\labels\201807011002_009.txt,datasets\data\train\images\201807011002_009.png
datasets\data\train\labels\201806271527_021.txt,datasets\data\train\images\201806271527_021.png
datasets\data\train\labels\201807021146_021.txt,datasets\data\train\images\201807021146_021.png
datasets\data\train\labels\201806301308_032.txt,datasets\data\train\images\201806301308_032.png
datasets\data\train\labels\201807071115_019.txt,datasets\data\train\images\201807071115_019.png
datasets\data\train\labels\201806271557_045.txt,datasets\data\train\images\201806271557_045.png
datasets\data\train\labels\201806261604_001.txt,datasets\data\train\images\201806261604_001.png
datasets\data\train\labels\201807021045_036.txt,datasets\data\train\images\201807021045_036.png
datasets\data\train\labels\201807041113_049.txt,datasets\data\train\images\201807041113_049.png
datasets\data\train\labels\201807081144_047.txt,datasets\data\train\images\201807081144_047.png
datasets\data\train\labels\201806260831_001.txt,datasets\data\train\images\201806260831_001.png
datasets\data\train\labels\201806301709_024.txt,datasets\data\train\images\201806301709_024.png
datasets\data\train\labels\201807031222_031.txt,datasets\data\train\images\201807031222_031.png
datasets\data\train\labels\201807081044_022.txt,datasets\data\train\images\201807081044_022.png
datasets\data\train\labels\201807041244_037.txt,datasets\data\train\images\201807041244_037.png
datasets\data\train\labels\201807011333_007.txt,datasets\data\train\images\201807011333_007.png
datasets\data\train\labels\201807011733_000.txt,datasets\data\train\images\201807011733_000.png
datasets\data\train\labels\201806261534_049.txt,datasets\data\train\images\201806261534_049.png
datasets\data\train\labels\201807081545_022.txt,datasets\data\train\images\201807081545_022.png
datasets\data\train\labels\201807041418_029.txt,datasets\data\train\images\201807041418_029.png
datasets\data\train\labels\201806301138_053.txt,datasets\data\train\images\201806301138_053.png
datasets\data\train\labels\201807021417_034.txt,datasets\data\train\images\201807021417_034.png
datasets\data\train\labels\201807081144_017.txt,datasets\data\train\images\201807081144_017.png
datasets\data\train\labels\201807081445_049.txt,datasets\data\train\images\201807081445_049.png
datasets\data\train\labels\201807071215_042.txt,datasets\data\train\images\201807071215_042.png
datasets\data\train\labels\201806261704_029.txt,datasets\data\train\images\201806261704_029.png
datasets\data\train\labels\201806271126_055.txt,datasets\data\train\images\201806271126_055.png
datasets\data\train\labels\201807011603_039.txt,datasets\data\train\images\201807011603_039.png
datasets\data\train\labels\201807081515_007.txt,datasets\data\train\images\201807081515_007.png
datasets\data\train\labels\201806261434_031.txt,datasets\data\train\images\201806261434_031.png
datasets\data\train\labels\201807011032_006.txt,datasets\data\train\images\201807011032_006.png
datasets\data\train\labels\201806271126_045.txt,datasets\data\train\images\201806271126_045.png
datasets\data\train\labels\201807021316_002.txt,datasets\data\train\images\201807021316_002.png
datasets\data\train\labels\201807031152_017.txt,datasets\data\train\images\201807031152_017.png
datasets\data\train\labels\201806261704_072.txt,datasets\data\train\images\201806261704_072.png
datasets\data\train\labels\201807051532_001.txt,datasets\data\train\images\201807051532_001.png
datasets\data\train\labels\201806261434_003.txt,datasets\data\train\images\201806261434_003.png
datasets\data\train\labels\201807061249_022.txt,datasets\data\train\images\201807061249_022.png
datasets\data\train\labels\201806301308_035.txt,datasets\data\train\images\201806301308_035.png
datasets\data\train\labels\201807061550_007.txt,datasets\data\train\images\201807061550_007.png
datasets\data\train\labels\201807021417_020.txt,datasets\data\train\images\201807021417_020.png
datasets\data\train\labels\201807081315_001.txt,datasets\data\train\images\201807081315_001.png
datasets\data\train\labels\201806271157_014.txt,datasets\data\train\images\201806271157_014.png
datasets\data\train\labels\201806261734_006.txt,datasets\data\train\images\201806261734_006.png
datasets\data\train\labels\201807051301_003.txt,datasets\data\train\images\201807051301_003.png
datasets\data\train\labels\201806301112_027.txt,datasets\data\train\images\201806301112_027.png
datasets\data\train\labels\201807061550_004.txt,datasets\data\train\images\201807061550_004.png
datasets\data\train\labels\201807051231_022.txt,datasets\data\train\images\201807051231_022.png
datasets\data\train\labels\201807081214_060.txt,datasets\data\train\images\201807081214_060.png
datasets\data\train\labels\201806301609_057.txt,datasets\data\train\images\201806301609_057.png
datasets\data\train\labels\201806281529_050.txt,datasets\data\train\images\201806281529_050.png
datasets\data\train\labels\201807011503_018.txt,datasets\data\train\images\201807011503_018.png
datasets\data\train\labels\201807041418_019.txt,datasets\data\train\images\201807041418_019.png
datasets\data\train\labels\201807041043_031.txt,datasets\data\train\images\201807041043_031.png
datasets\data\train\labels\201806291421_000.txt,datasets\data\train\images\201806291421_000.png
datasets\data\train\labels\201807061018_001.txt,datasets\data\train\images\201807061018_001.png
datasets\data\train\labels\201807011102_059.txt,datasets\data\train\images\201807011102_059.png
datasets\data\train\labels\201807011533_067.txt,datasets\data\train\images\201807011533_067.png
datasets\data\train\labels\201807051401_037.txt,datasets\data\train\images\201807051401_037.png
datasets\data\train\labels\201807050943_010.txt,datasets\data\train\images\201807050943_010.png
datasets\data\train\labels\201806271157_042.txt,datasets\data\train\images\201806271157_042.png
datasets\data\train\labels\201807051131_041.txt,datasets\data\train\images\201807051131_041.png
datasets\data\train\labels\201807071617_005.txt,datasets\data\train\images\201807071617_005.png
datasets\data\train\labels\201807021146_028.txt,datasets\data\train\images\201807021146_028.png
datasets\data\train\labels\201806271126_023.txt,datasets\data\train\images\201806271126_023.png
datasets\data\train\labels\201807081315_011.txt,datasets\data\train\images\201807081315_011.png
datasets\data\train\labels\201807081615_060.txt,datasets\data\train\images\201807081615_060.png
datasets\data\train\labels\201807051131_001.txt,datasets\data\train\images\201807051131_001.png
datasets\data\train\labels\201807021045_033.txt,datasets\data\train\images\201807021045_033.png
datasets\data\train\labels\201806260931_012.txt,datasets\data\train\images\201806260931_012.png
datasets\data\train\labels\201807041618_006.txt,datasets\data\train\images\201807041618_006.png
datasets\data\train\labels\201806261734_008.txt,datasets\data\train\images\201806261734_008.png
datasets\data\train\labels\201806281032_002.txt,datasets\data\train\images\201806281032_002.png
datasets\data\train\labels\201807011533_066.txt,datasets\data\train\images\201807011533_066.png
datasets\data\train\labels\201807041213_046.txt,datasets\data\train\images\201807041213_046.png
datasets\data\train\labels\201807071617_008.txt,datasets\data\train\images\201807071617_008.png
datasets\data\train\labels\201807041143_035.txt,datasets\data\train\images\201807041143_035.png
datasets\data\train\labels\201806271728_007.txt,datasets\data\train\images\201806271728_007.png
datasets\data\train\labels\201807071447_001.txt,datasets\data\train\images\201807071447_001.png
datasets\data\train\labels\201807081114_026.txt,datasets\data\train\images\201807081114_026.png
datasets\data\train\labels\201806261734_007.txt,datasets\data\train\images\201806261734_007.png
datasets\data\train\labels\201806291243_063.txt,datasets\data\train\images\201806291243_063.png
datasets\data\train\labels\201807021316_023.txt,datasets\data\train\images\201807021316_023.png
datasets\data\train\labels\201807081144_038.txt,datasets\data\train\images\201807081144_038.png
datasets\data\train\labels\201807011232_020.txt,datasets\data\train\images\201807011232_020.png
datasets\data\train\labels\201807021246_040.txt,datasets\data\train\images\201807021246_040.png
datasets\data\train\labels\201807051201_008.txt,datasets\data\train\images\201807051201_008.png
datasets\data\train\labels\201806291350_058.txt,datasets\data\train\images\201806291350_058.png
datasets\data\train\labels\201807041143_064.txt,datasets\data\train\images\201807041143_064.png
datasets\data\train\labels\201807061620_040.txt,datasets\data\train\images\201807061620_040.png
datasets\data\train\labels\201807071015_026.txt,datasets\data\train\images\201807071015_026.png
datasets\data\train\labels\201806261504_064.txt,datasets\data\train\images\201806261504_064.png
datasets\data\train\labels\201806301439_032.txt,datasets\data\train\images\201806301439_032.png
datasets\data\train\labels\201806281559_025.txt,datasets\data\train\images\201806281559_025.png
datasets\data\train\labels\201806271227_035.txt,datasets\data\train\images\201806271227_035.png
datasets\data\train\labels\201807011403_017.txt,datasets\data\train\images\201807011403_017.png
datasets\data\train\labels\201806301138_013.txt,datasets\data\train\images\201806301138_013.png
datasets\data\train\labels\201807081144_013.txt,datasets\data\train\images\201807081144_013.png
datasets\data\train\labels\201807021417_024.txt,datasets\data\train\images\201807021417_024.png
datasets\data\train\labels\201806301409_016.txt,datasets\data\train\images\201806301409_016.png
datasets\data\train\labels\201807041518_039.txt,datasets\data\train\images\201807041518_039.png
datasets\data\train\labels\201807061148_031.txt,datasets\data\train\images\201807061148_031.png
datasets\data\train\labels\201807061249_038.txt,datasets\data\train\images\201807061249_038.png
datasets\data\train\labels\201806301509_048.txt,datasets\data\train\images\201806301509_048.png
datasets\data\train\labels\201806271126_048.txt,datasets\data\train\images\201806271126_048.png
datasets\data\train\labels\201806260821_002.txt,datasets\data\train\images\201806260821_002.png
datasets\data\train\labels\201806291551_045.txt,datasets\data\train\images\201806291551_045.png
datasets\data\train\labels\201806271457_058.txt,datasets\data\train\images\201806271457_058.png
